"Course Code","Course Instructor","Registered Students","Exam slot","Data"
"PH 107","Sankar S.Uma","238","10","10B-LA 101-14:00:00-15:25:0010A-LA 101-14:00:00-15:25:00"
"PH 107","B.N.Jagtap","248","4","4C-LA 102-09:30:00-10:25:004A-LA 102-11:35:00-12:30:00"
"PH 107","I13138 - Aftab Alam","","","X3-LT 304-16:00:00-17:00:00X3-LT 305-16:00:00-17:00:00X3-LT 306-16:00:00-17:00:00X3-LT 205-16:00:00-17:00:00X3-LT 206-16:00:00-17:00:00"
"PH 107","P Vasa","235","4","4C-LA 101-09:30:00-10:25:004A-LA 101-11:35:00-12:30:00"
"PH 107","","","","X3-LT 204-16:00:00-17:00:00X3-LT 201-16:00:00-17:00:003B-GL-306-11:35:00-12:30:003B-LT 106-11:35:00-12:30:00"
"PH 107","Aftab Alam","221","10","10A-LA 102-14:00:00-15:25:0010B-LA 102-14:00:00-15:25:00"
"PH 117","S. Dhar","45","L",""
"PH 117","S. Dhar","70","L",""
"PH 117","S. Dhar","54","L",""
"PH 117","S. Dhar","40","L",""
"PH 117","S. Dhar","71","L",""
"PH 117","S. Dhar","68","L",""
"PH 117","S. Dhar","57","L",""
"PH 301","P. Ramadevi","47","4","4B-SIB201-08:30:00-09:25:004C-SIB201-09:30:00-10:25:004A-SIB201-11:35:00-12:30:00"
"PH 301","Shankaranarayanan Subramaniam","47","4","4C-SIB201-09:30:00-10:25:004B-SIB201-08:30:00-09:25:004A-SIB201-11:35:00-12:30:00"
"PH 401","Senthilkumar M.","20","5","5A-SMA210-09:30:00-10:55:005B-SMA210-09:30:00-10:55:00"
"PH 401","I03136 - Dibyendu Das","","","6B-LT 106-11:05:00-12:30:00"
"PH 401","Dibyendu Das","52","5","5B-LT 106-09:30:00-10:55:005A-LT 106-09:30:00-10:55:00"
"PH 403","I16205 - Sai Vinjanampathy","","","14A-LT 202-17:30:00-18:55:0014B-LT 202-17:30:00-18:55:00"
"PH 403","Sai Vinjanampathy","51","1","1A-LT 103-08:30:00-09:25:001C-LT 103-10:35:00-11:30:001B-LT 103-09:30:00-10:25:00"
"PH 405","Varun Bhalerao","48","3","3B-LT 105-11:35:00-12:30:003C-LT 105-08:30:00-09:25:003A-LT 105-10:35:00-11:30:00"
"PH 407","I16353 - Soumya Bera","","","11A-LT 002-15:30:00-16:55:0011B-LT 002-15:30:00-16:55:00"
"PH 407","Soumya Bera","71","10","10B-LC 201-14:00:00-15:25:0010A-LC 201-14:00:00-15:25:00"
"PH 409","Sumiran Pujari","46","13","13A-LT 105-19:00:00-20:25:0013B-LT 105-19:00:00-20:25:00"
"PH 411","Senthilkumar M.","46","",""
"PH 412","Sadhana Dash","43","",""
"PH 412","Mohamad  Aslam","43","",""
"PH 412","Mahajan Avinash V.","43","",""
"PH 412","Das Pragya","43","",""
"PH 414","Kundu Tapanendu","46","L3","L3--14:00:00-16:55:00"
"PH 419","Mithun  K. Mitra","33","5","5B-LT 203-09:30:00-10:55:005A-LT 203-09:30:00-10:55:00"
"PH 440","Gopal Dixit","40","1","1C-LT 106-10:35:00-11:30:001A-LT 106-08:30:00-09:25:001B-LT 106-09:30:00-10:25:00"
"PH 440","Kundu Tapanendu","44","1","1A-LT 105-08:30:00-09:25:001B-LT 105-09:30:00-10:25:001C-LT 105-10:35:00-11:30:00"
"PH 505","Sadhana Dash","43","4","4B-LT 205-08:30:00-09:25:004A-LT 205-11:35:00-12:30:004C-LT 205-09:30:00-10:25:00"
"PH 505","Das Pragya","42","6","6A-LH 302-11:05:00-12:30:006B-LH 302-11:05:00-12:30:00"
"PH 520","Yajnik Urjit","60","6","6B-SIB201-11:05:00-12:30:006A-SIB201-11:05:00-12:30:00"
"PH 523","Kumar Rao","29","14","14A-LT 105-17:30:00-18:55:0014B-LT 105-17:30:00-18:55:00"
"PH 542","Punit Parmanand","54","13","13B-LC 002-19:00:00-20:25:0013A-LC 002-19:00:00-20:25:00"
"PH 595","Sadhana Dash","26","",""
"PH 595","Kantimay Das Gupta","26","",""
"PH 792","Yajnik Urjit","20","1","1B-LT 302-09:30:00-10:25:001A-LT 302-08:30:00-09:25:001C-LT 302-10:35:00-11:30:00"
"PH 801","I98084 - C V. Tomy","","","8A-LT 105-14:00:00-15:25:008B-LT 105-14:00:00-15:25:00"
"PH 801","Tomy C.V.","23","9","9A-LT 106-15:30:00-16:55:009B-LT 106-15:30:00-16:55:00"
"PH 801","Archana Pai","23","9","9B-LT 106-15:30:00-16:55:009A-LT 106-15:30:00-16:55:00"
"PH 803","I94064 - Prabhakar P. Singh","","","10A-LT 106-14:00:00-15:25:0010B-LT 106-14:00:00-15:25:00"
"PH 803","Singh P.P.","23","11","11B-LT 105-15:30:00-16:55:0011A-LT 105-15:30:00-16:55:00"
"PH.D. SEMINAR (SS)","","","",""
"PROF. A SINGH: LAB","","","",""
"PROF. MANASWITA BOSE","","","",""
"PS 601","Subodh M. Wagle","13","5","5A-SMAG11-09:30:00-10:55:005B-SMAG11-09:30:00-10:55:00"
"PS 601","Satish B. Agnihotri","13","5","5A-SMAG11-09:30:00-10:55:005B-SMAG11-09:30:00-10:55:00"
"PS 603","Parthasarathy D.","10","9","9B-LT 302-15:30:00-16:55:009A-LT 302-15:30:00-16:55:00"
"PS 603","Subodh M. Wagle","10","9","9A-LT 302-15:30:00-16:55:009B-LT 302-15:30:00-16:55:00"
"PS 603","Narayanan K.","10","9","9B-LT 302-15:30:00-16:55:009A-LT 302-15:30:00-16:55:00"
"PS 792","Satish B. Agnihotri","8","",""
"PS 792","Virendra Sethi","8","",""
"PSS801","Satish B. Agnihotri","8","",""
"SC 201","Sukumar Srikant","42","5","5A-CC 105-09:30:00-10:55:005B-CC 105-09:30:00-10:55:00"
"SC 301","Arpita Sinha","18","5","5A-LT 103-09:30:00-10:55:005B-LT 103-09:30:00-10:55:00"
"SC 301","Nataraj P.S.V.","18","5","5A-LT 103-09:30:00-10:55:005B-LT 103-09:30:00-10:55:00"
"SC 601","Ravindra D. Gudi","0","13","13A-LT 001-19:00:00-20:25:0013B-LT 001-19:00:00-20:25:00"
"SC 601","Ravindra D. Gudi","27","13","13B-LT 001-19:00:00-20:25:0013A-LT 001-19:00:00-20:25:00"
"SC 601","Bandyopadhyay B.","27","13","13B-LT 001-19:00:00-20:25:0013A-LT 001-19:00:00-20:25:00"
"SC 601","Bandyopadhyay B.","0","13","13A-LT 001-19:00:00-20:25:0013B-LT 001-19:00:00-20:25:00"
"SC 620","Nataraj P.S.V.","32","6","6A-LT 203-11:05:00-12:30:006B-LT 203-11:05:00-12:30:00"
"SC 620","Leena Vachhani","32","6","6B-LT 203-11:05:00-12:30:006A-LT 203-11:05:00-12:30:00"
"SC 625","Banavar R.N.","34","9","9B-LT 004-15:30:00-16:55:009A-LT 004-15:30:00-16:55:00"
"SC 625","Banavar R.N.","0","9","9B-LT 004-15:30:00-16:55:009A-LT 004-15:30:00-16:55:00"
"SC 629","Debasish Chatterjee","29","5","5B-LT 305-09:30:00-10:55:005A-LT 305-09:30:00-10:55:00"
"SC 629","Debasish Chatterjee","1","5","5B-LT 305-09:30:00-10:55:005A-LT 305-09:30:00-10:55:00"
"SC 631","Ankur Kulkarni","33","10","10A-LT 003-14:00:00-15:25:0010B-LT 003-14:00:00-15:25:00"
"SC 631","Ankur Kulkarni","0","10","10A-LT 003-14:00:00-15:25:0010B-LT 003-14:00:00-15:25:00"
"SC 636","Vivek Natarajan","3","15","15B-LT 004-19:00:00-20:25:0015A-LT 004-19:00:00-20:25:00"
"SC 636","Vivek Natarajan","1","15","15A-LT 004-19:00:00-20:25:0015B-LT 004-19:00:00-20:25:00"
"SC 792","Vivek Natarajan","17","X","X2-LT 002-15:00:00-16:00:00X3-LT 002-16:00:00-17:00:00X1-LT 002-14:00:00-15:00:00"
"SI 402","Radhendushka Srivastava","15","5","5B-MA-118-09:30:00-10:55:005A-MA-118-09:30:00-10:55:00"
"SI 402","I13132 - Radhendushka Srivastava","","","XC-MA-118-17:30:00-18:55:00"
"SI 417","K. Sureshkumar","39","5","5A-LC 002-09:30:00-10:55:005B-LC 002-09:30:00-10:55:00"
"SI 417","K. Sureshkumar","21","5","5A-LC 002-09:30:00-10:55:005B-LC 002-09:30:00-10:55:00"
"SI 417","I01062 - K. S. Kumar","","","XC-SMAG11-17:30:00-18:55:00"
"SI 419","Sharad Sane","34","1","1C-MA-114-10:35:00-11:30:001B-MA-114-09:30:00-10:25:001A-MA-114-08:30:00-09:25:00"
"SI 423","Koushik Saha","36","2","2B-MA-114-10:35:00-11:30:002C-MA-114-11:35:00-12:30:002A-MA-114-09:30:00-10:25:00"
"SI 423","I14060 - Koushik Saha","","","9A-LT 205-15:30:00-16:55:00"
"SI 425","Sanjoy Pusti","35","3","3A-MA-114-10:35:00-11:30:003C-MA-114-08:30:00-09:25:003B-MA-114-11:35:00-12:30:00"
"SI 425","I17175 - Sanjoy Pusti","","","7A-MA-114-08:30:00-09:25:00"
"SI 503","I07144 - Ashish Das","","","7A-LT 003-08:30:00-09:25:00"
"SI 503","Ashish Das","34","3","3A-LT 004-10:35:00-11:30:003C-LT 004-08:30:00-09:25:003B-LT 004-11:35:00-12:30:00"
"SI 505","101032 - Alladi  Subramanyam","","","7B-LT 003-08:30:00-09:25:00"
"SI 505","Subramanyam A.","34","2","2B-MA-118-10:35:00-11:30:002C-MA-118-11:35:00-12:30:002A-MA-118-09:30:00-10:25:00"
"SI 507","G. K. Srinivasan","25","15","15B-MA-114-19:00:00-20:25:0015A-MA-114-19:00:00-20:25:00"
"SI 507","I99098 - Gopala K. Srinivasan","","","XD-LC 101-19:00:00-20:25:00"
"SI 515","Joshi Rajani R.","18","10","10A-MA-118-14:00:00-15:25:0010B-MA-118-14:00:00-15:25:00"
"SI 525","Radhendushka Srivastava","4","12","12A-MA-118-17:30:00-18:55:0012B-MA-118-17:30:00-18:55:00"
"SI 528","S. Mukhopadhyay","15","6","6A-LT 103-11:05:00-12:30:006B-LT 103-11:05:00-12:30:00"
"SI 529","Srinivasan M.K.","31","8","8B-LT 102-14:00:00-15:25:008A-LT 102-14:00:00-15:25:00"
"SI 529","101043 - Murali K. Srinivasan","","","11A-MA-114-15:30:00-16:55:00"
"SI402-MINOR STATISTICAL INFERENCE","","","",""
"SI402-MINOR T STATISTICAL INFERENCE","","","",""
"SI419 COMBINATORICS","","","",""
"SI423 LINEAR ALGEBRA AND ITS APPLICATIONS","","","",""
"SI423-T LINEAR ALGEBRA AND ITS APPLICATIONS","","","",""
"SI425 BASIC REAL ANALYSIS","","","",""
"SI425 T BASIC REAL ANALYSIS","","","",""
"SI505 MULTIVARIATE ANALYSIS","","","",""
"SI505 Multivariate Analysis","","","",""
"SI507 NUMERICAL ANALYSIS","","","",""
"SI515 STATISTICAL TECHNIQUES IN DATA MINING","","","",""
"SI525 TESTING OF HYPOTHESIS","","","",""
"SI528 BIO STATISTICS","","","",""
"SI529 APPLIED ALGORITHMS","","","",""
"SI529-T APPLIED ALGORITHMS","","","",""
"SJMSOM","","","",""
"TD 390","Priyadarshani Jadhav","6","",""
"TD 490","Priyadarshani Jadhav","0","",""
"TD 491","Priyadarshani Jadhav","0","",""
"TD 601","N.C.Narayanan","37","2","2A-LT 204-09:30:00-10:25:002B-LT 204-10:35:00-11:30:002C-LT 204-11:35:00-12:30:00"
"TD 602","Amit  Y. Arora","33","3","3A-LT 204-10:35:00-11:30:003B-LT 204-11:35:00-12:30:003C-LT 204-08:30:00-09:25:00"
"TD 602","Adinarayana J.","33","3","3B-LT 204-11:35:00-12:30:003A-LT 204-10:35:00-11:30:003C-LT 204-08:30:00-09:25:00"
"TD 603","Sohoni Milind","32","1","1B-SIB201-09:30:00-10:25:001C-SIB201-10:35:00-11:30:001A-SIB201-08:30:00-09:25:00"
"TD 606","Subodh M. Wagle","35","5","5B-LT 204-09:30:00-10:55:005A-LT 204-09:30:00-10:55:00"
"TD 606","Satish B. Agnihotri","35","5","5A-LT 204-09:30:00-10:55:005B-LT 204-09:30:00-10:55:00"
"TD 607","Priyadarshani Jadhav","31","6","6A-LT 204-11:05:00-12:30:006B-LT 204-11:05:00-12:30:00"
"TD 607","Anand B. Rao","31","6","6A-LT 204-11:05:00-12:30:006B-LT 204-11:05:00-12:30:00"
"TD 608","Bakul Rao","28","6","6A-LT 206-11:05:00-12:30:006B-LT 206-11:05:00-12:30:00"
"TD 609","Anand B. Rao","28","",""
"TD 613","Bakul Rao","32","8","8B-LT 204-14:00:00-15:25:008A-LT 204-14:00:00-15:25:00"
"TD 620","Vishal R. Sardeshpande","20","5","5A-LC 102-09:30:00-10:55:005B-LC 102-09:30:00-10:55:00"
"TD 620","Anand B. Rao","20","5","5A-LC 102-09:30:00-10:55:005B-LC 102-09:30:00-10:55:00"
"TD 621","Satish B. Agnihotri","14","2","2B-LT 206-10:35:00-11:30:002A-LT 206-09:30:00-10:25:002C-LT 206-11:35:00-12:30:00"
"TD 621","N. Shah","14","2","2B-LT 206-10:35:00-11:30:002A-LT 206-09:30:00-10:25:002C-LT 206-11:35:00-12:30:00"
"TD 651","N. Shah","17","9","9B-LT 204-15:30:00-16:55:009A-LT 204-15:30:00-16:55:00"
"TD 695","Anand B. Rao","0","",""
"TD 792","Satish B. Agnihotri","32","4","4B-LT 204-08:30:00-09:25:004C-LT 204-09:30:00-10:25:004A-LT 204-11:35:00-12:30:00"
"TD 792","Anand B. Rao","32","4","4B-LT 204-08:30:00-09:25:004A-LT 204-11:35:00-12:30:004C-LT 204-09:30:00-10:25:00"
"TUTORIAL HELP SESSION PH-107- PROF. AFTAB ALAM","","","",""
"TUTORIAL PH 107, PROF. AFTAB ALAM","","","",""
"TUTORIAL- PROF. S.P.DUTTAGUPTA","","","",""
"US 601","Ronita Bardhan","8","8","8A-LT 004-14:00:00-15:25:008B-LT 004-14:00:00-15:25:00"
"US 602","Arnab  Jana","73","6","6B-SMA113-11:05:00-12:30:006A-SMA113-11:05:00-12:30:00"
"US 606","Pradip P. Kalbar","6","5","5B-LH 302-09:30:00-10:55:005A-LH 302-09:30:00-10:55:00"
"US 792","Pradip P. Kalbar","4","",""
